;name;canton_x;url;firstmention;hab_year;raw_hab_year;notes;place;zipcode;zusatzziffer;commune;bfsnr;canton_y;X;Y;language
994;Chavornay;VD;/Articles/002533/?language=de;927;[{'year': 1414, 'pop': 320, 'unit': 'Einw', 'original_unit': 'Haushalte', 'einw_conversion_factor': 5}, {'year': 1699, 'pop': 361, 'unit': 'Einw'}, {'year': 1764, 'pop': 639, 'unit': 'Einw'}, {'year': 1850, 'pop': 805, 'unit': 'Einw'}, {'year': 1900, 'pop': 789, 'unit': 'Einw'}, {'year': 1910, 'pop': 1056, 'unit': 'Einw'}, {'year': 1950, 'pop': 1383, 'unit': 'Einw'}, {'year': 1980, 'pop': 1598, 'unit': 'Einw'}, {'year': 2000, 'pop': 2785, 'unit': 'Einw'}];[{'year': 1414, 'pop': 64, 'unit': 'Haushalte'}, {'year': 1699, 'pop': 361, 'unit': 'Einw'}, {'year': 1764, 'pop': 639, 'unit': 'Einw'}, {'year': 1850, 'pop': 805, 'unit': 'Einw'}, {'year': 1900, 'pop': 789, 'unit': 'Einw'}, {'year': 1910, 'pop': 1056, 'unit': 'Einw'}, {'year': 1950, 'pop': 1383, 'unit': 'Einw'}, {'year': 1980, 'pop': 1598, 'unit': 'Einw'}, {'year': 2000, 'pop': 2785, 'unit': 'Einw'}];;Chavornay;[1373];0;Chavornay;5749;VD;6.571000000000001;46.701;fr
995;Chêne-Pâquier;VD;/Articles/002629/?language=de;1462;[{'year': 1764, 'pop': 99, 'unit': 'Einw'}, {'year': 1850, 'pop': 224, 'unit': 'Einw'}, {'year': 1900, 'pop': 172, 'unit': 'Einw'}, {'year': 1910, 'pop': 193, 'unit': 'Einw'}, {'year': 1941, 'pop': 130, 'unit': 'Einw'}, {'year': 1950, 'pop': 145, 'unit': 'Einw'}, {'year': 2000, 'pop': 104, 'unit': 'Einw'}, {'year': 1550, 'pop': 35, 'unit': 'Einw', 'original_unit': 'Haushalte', 'einw_conversion_factor': 5}];[{'year': 1764, 'pop': 99, 'unit': 'Einw'}, {'year': 1850, 'pop': 224, 'unit': 'Einw'}, {'year': 1900, 'pop': 172, 'unit': 'Einw'}, {'year': 1910, 'pop': 193, 'unit': 'Einw'}, {'year': 1941, 'pop': 130, 'unit': 'Einw'}, {'year': 1950, 'pop': 145, 'unit': 'Einw'}, {'year': 2000, 'pop': 104, 'unit': 'Einw'}, {'year': 1550, 'pop': 7, 'unit': 'Haushalte'}];;Chêne-Pâquier;[1464];2;Chêne-Pâquier;5908;VD;6.769;46.771;fr
996;Chenit, Le;VD;/Articles/002610/?language=de;1489;[{'year': 1590, 'pop': 191, 'unit': 'Einw'}, {'year': 1609, 'pop': 309, 'unit': 'Einw'}, {'year': 1764, 'pop': 1733, 'unit': 'Einw'}, {'year': 1850, 'pop': 2766, 'unit': 'Einw'}, {'year': 1900, 'pop': 3796, 'unit': 'Einw'}, {'year': 1950, 'pop': 4604, 'unit': 'Einw'}, {'year': 1970, 'pop': 5465, 'unit': 'Einw'}, {'year': 2000, 'pop': 4297, 'unit': 'Einw'}];[{'year': 1590, 'pop': 191, 'unit': 'Einw'}, {'year': 1609, 'pop': 309, 'unit': 'Einw'}, {'year': 1764, 'pop': 1733, 'unit': 'Einw'}, {'year': 1850, 'pop': 2766, 'unit': 'Einw'}, {'year': 1900, 'pop': 3796, 'unit': 'Einw'}, {'year': 1950, 'pop': 4604, 'unit': 'Einw'}, {'year': 1970, 'pop': 5465, 'unit': 'Einw'}, {'year': 2000, 'pop': 4297, 'unit': 'Einw'}];;Chernex;[1822];0;Montreux;5886;VD;6.914;46.443000000000005;fr
997;Cheseaux-Noréaz;VD;/Articles/002630/?language=de;1147;[{'year': 1764, 'pop': 79, 'unit': 'Einw'}, {'year': 1798, 'pop': 108, 'unit': 'Einw'}, {'year': 1850, 'pop': 156, 'unit': 'Einw'}, {'year': 1870, 'pop': 126, 'unit': 'Einw'}, {'year': 1900, 'pop': 132, 'unit': 'Einw'}, {'year': 1950, 'pop': 104, 'unit': 'Einw'}, {'year': 1960, 'pop': 98, 'unit': 'Einw'}, {'year': 1980, 'pop': 339, 'unit': 'Einw'}, {'year': 2000, 'pop': 528, 'unit': 'Einw'}];[{'year': 1764, 'pop': 79, 'unit': 'Einw'}, {'year': 1798, 'pop': 108, 'unit': 'Einw'}, {'year': 1850, 'pop': 156, 'unit': 'Einw'}, {'year': 1870, 'pop': 126, 'unit': 'Einw'}, {'year': 1900, 'pop': 132, 'unit': 'Einw'}, {'year': 1950, 'pop': 104, 'unit': 'Einw'}, {'year': 1960, 'pop': 98, 'unit': 'Einw'}, {'year': 1980, 'pop': 339, 'unit': 'Einw'}, {'year': 2000, 'pop': 528, 'unit': 'Einw'}];;Cheseaux-Noréaz;[1400];5;Cheseaux-Noréaz;5909;VD;6.6770000000000005;46.783;fr
998;Cheseaux-sur-Lausanne;VD;/Articles/002404/?language=de;1960;[{'year': 1709, 'pop': 212, 'unit': 'Einw'}, {'year': 1764, 'pop': 229, 'unit': 'Einw'}, {'year': 1850, 'pop': 421, 'unit': 'Einw'}, {'year': 1900, 'pop': 399, 'unit': 'Einw'}, {'year': 1930, 'pop': 358, 'unit': 'Einw'}, {'year': 1950, 'pop': 409, 'unit': 'Einw'}, {'year': 1960, 'pop': 491, 'unit': 'Einw'}, {'year': 1970, 'pop': 1579, 'unit': 'Einw'}, {'year': 2000, 'pop': 2939, 'unit': 'Einw'}];[{'year': 1709, 'pop': 212, 'unit': 'Einw'}, {'year': 1764, 'pop': 229, 'unit': 'Einw'}, {'year': 1850, 'pop': 421, 'unit': 'Einw'}, {'year': 1900, 'pop': 399, 'unit': 'Einw'}, {'year': 1930, 'pop': 358, 'unit': 'Einw'}, {'year': 1950, 'pop': 409, 'unit': 'Einw'}, {'year': 1960, 'pop': 491, 'unit': 'Einw'}, {'year': 1970, 'pop': 1579, 'unit': 'Einw'}, {'year': 2000, 'pop': 2939, 'unit': 'Einw'}];;Cheseaux-sur-Lausanne;[1033];0;Cheseaux-sur-Lausanne;5582;VD;6.605;46.585;fr
999;Chéserex;VD;/Articles/002501/?language=de;1001;[{'year': 1764, 'pop': 152, 'unit': 'Einw'}, {'year': 1850, 'pop': 218, 'unit': 'Einw'}, {'year': 1870, 'pop': 191, 'unit': 'Einw'}, {'year': 1900, 'pop': 219, 'unit': 'Einw'}, {'year': 1950, 'pop': 235, 'unit': 'Einw'}, {'year': 1970, 'pop': 281, 'unit': 'Einw'}, {'year': 2000, 'pop': 1043, 'unit': 'Einw'}];[{'year': 1764, 'pop': 152, 'unit': 'Einw'}, {'year': 1850, 'pop': 218, 'unit': 'Einw'}, {'year': 1870, 'pop': 191, 'unit': 'Einw'}, {'year': 1900, 'pop': 219, 'unit': 'Einw'}, {'year': 1950, 'pop': 235, 'unit': 'Einw'}, {'year': 1970, 'pop': 281, 'unit': 'Einw'}, {'year': 2000, 'pop': 1043, 'unit': 'Einw'}];;Chéserex;[1275];0;Chéserex;5709;VD;6.175;46.401;fr
1000;Chessel;VD;/Articles/002278/?language=de;1364;[{'year': 1313, 'pop': 85, 'unit': 'Einw', 'original_unit': 'Feuerstätten', 'einw_conversion_factor': 5}, {'year': 1338, 'pop': 120, 'unit': 'Einw', 'original_unit': 'Feuerstätten', 'einw_conversion_factor': 5}, {'year': 1502, 'pop': 50, 'unit': 'Einw', 'original_unit': 'Feuerstätten', 'einw_conversion_factor': 5}, {'year': 1764, 'pop': 99, 'unit': 'Einw'}, {'year': 1798, 'pop': 129, 'unit': 'Einw'}, {'year': 1850, 'pop': 132, 'unit': 'Einw'}, {'year': 1900, 'pop': 167, 'unit': 'Einw'}, {'year': 1910, 'pop': 141, 'unit': 'Einw'}, {'year': 1950, 'pop': 202, 'unit': 'Einw'}, {'year': 1980, 'pop': 191, 'unit': 'Einw'}, {'year': 2000, 'pop': 314, 'unit': 'Einw'}, {'year': 1356, 'pop': 25, 'unit': 'Einw', 'original_unit': 'Feuerstätten', 'einw_conversion_factor': 5}];[{'year': 1313, 'pop': 17, 'unit': 'Feuerstätten'}, {'year': 1338, 'pop': 24, 'unit': 'Feuerstätten'}, {'year': 1502, 'pop': 10, 'unit': 'Feuerstätten'}, {'year': 1764, 'pop': 99, 'unit': 'Einw'}, {'year': 1798, 'pop': 129, 'unit': 'Einw'}, {'year': 1850, 'pop': 132, 'unit': 'Einw'}, {'year': 1900, 'pop': 167, 'unit': 'Einw'}, {'year': 1910, 'pop': 141, 'unit': 'Einw'}, {'year': 1950, 'pop': 202, 'unit': 'Einw'}, {'year': 1980, 'pop': 191, 'unit': 'Einw'}, {'year': 2000, 'pop': 314, 'unit': 'Einw'}, {'year': 1356, 'pop': 5, 'unit': 'Feuerstätten'}];;Chessel;[1846];0;Chessel;5403;VD;6.894;46.35;fr
1001;Chevilly;VD;/Articles/002326/?language=de;1540;[{'year': 1764, 'pop': 158, 'unit': 'Einw'}, {'year': 1798, 'pop': 263, 'unit': 'Einw'}, {'year': 1850, 'pop': 295, 'unit': 'Einw'}, {'year': 1900, 'pop': 221, 'unit': 'Einw'}, {'year': 1950, 'pop': 165, 'unit': 'Einw'}, {'year': 1970, 'pop': 120, 'unit': 'Einw'}, {'year': 2000, 'pop': 211, 'unit': 'Einw'}];[{'year': 1764, 'pop': 158, 'unit': 'Einw'}, {'year': 1798, 'pop': 263, 'unit': 'Einw'}, {'year': 1850, 'pop': 295, 'unit': 'Einw'}, {'year': 1900, 'pop': 221, 'unit': 'Einw'}, {'year': 1950, 'pop': 165, 'unit': 'Einw'}, {'year': 1970, 'pop': 120, 'unit': 'Einw'}, {'year': 2000, 'pop': 211, 'unit': 'Einw'}];;Chevilly;[1316];0;Chevilly;5476;VD;6.477;46.641999999999996;fr
1002;Chevroux;VD;/Articles/002575/?language=de;1286;[{'year': 1764, 'pop': 229, 'unit': 'Einw'}, {'year': 1850, 'pop': 365, 'unit': 'Einw'}, {'year': 1870, 'pop': 429, 'unit': 'Einw'}, {'year': 1900, 'pop': 367, 'unit': 'Einw'}, {'year': 1950, 'pop': 335, 'unit': 'Einw'}, {'year': 1980, 'pop': 276, 'unit': 'Einw'}, {'year': 2000, 'pop': 383, 'unit': 'Einw'}];[{'year': 1764, 'pop': 229, 'unit': 'Einw'}, {'year': 1850, 'pop': 365, 'unit': 'Einw'}, {'year': 1870, 'pop': 429, 'unit': 'Einw'}, {'year': 1900, 'pop': 367, 'unit': 'Einw'}, {'year': 1950, 'pop': 335, 'unit': 'Einw'}, {'year': 1980, 'pop': 276, 'unit': 'Einw'}, {'year': 2000, 'pop': 383, 'unit': 'Einw'}];;Chevroux;[1545];0;Chevroux;5813;VD;6.907;46.888000000000005;fr
1003;Chexbres;VD;/Articles/002415/?language=de;1139;[{'year': 1764, 'pop': 521, 'unit': 'Einw'}, {'year': 1798, 'pop': 671, 'unit': 'Einw'}, {'year': 1850, 'pop': 770, 'unit': 'Einw'}, {'year': 1900, 'pop': 1125, 'unit': 'Einw'}, {'year': 1920, 'pop': 960, 'unit': 'Einw'}, {'year': 1950, 'pop': 1343, 'unit': 'Einw'}, {'year': 1960, 'pop': 1449, 'unit': 'Einw'}, {'year': 2000, 'pop': 2041, 'unit': 'Einw'}];[{'year': 1764, 'pop': 521, 'unit': 'Einw'}, {'year': 1798, 'pop': 671, 'unit': 'Einw'}, {'year': 1850, 'pop': 770, 'unit': 'Einw'}, {'year': 1900, 'pop': 1125, 'unit': 'Einw'}, {'year': 1920, 'pop': 960, 'unit': 'Einw'}, {'year': 1950, 'pop': 1343, 'unit': 'Einw'}, {'year': 1960, 'pop': 1449, 'unit': 'Einw'}, {'year': 2000, 'pop': 2041, 'unit': 'Einw'}];;Chexbres;[1071];0;Chexbres;5601;VD;6.778;46.482;fr
1004;Chigny;VD;/Articles/002433/?language=de;1221;[{'year': 1764, 'pop': 40, 'unit': 'Einw'}, {'year': 1798, 'pop': 87, 'unit': 'Einw'}, {'year': 1850, 'pop': 119, 'unit': 'Einw'}, {'year': 1888, 'pop': 178, 'unit': 'Einw'}, {'year': 1900, 'pop': 147, 'unit': 'Einw'}, {'year': 1950, 'pop': 101, 'unit': 'Einw'}, {'year': 2000, 'pop': 258, 'unit': 'Einw'}];[{'year': 1764, 'pop': 40, 'unit': 'Einw'}, {'year': 1798, 'pop': 87, 'unit': 'Einw'}, {'year': 1850, 'pop': 119, 'unit': 'Einw'}, {'year': 1888, 'pop': 178, 'unit': 'Einw'}, {'year': 1900, 'pop': 147, 'unit': 'Einw'}, {'year': 1950, 'pop': 101, 'unit': 'Einw'}, {'year': 2000, 'pop': 258, 'unit': 'Einw'}];;Chigny;[1134];2;Chigny;5628;VD;6.477;46.52;fr
1005;Clarmont;VD;/Articles/002434/?language=de;1798;[{'year': 1764, 'pop': 64, 'unit': 'Einw'}, {'year': 1798, 'pop': 112, 'unit': 'Einw'}, {'year': 1850, 'pop': 145, 'unit': 'Einw'}, {'year': 1900, 'pop': 129, 'unit': 'Einw'}, {'year': 1950, 'pop': 93, 'unit': 'Einw'}, {'year': 2000, 'pop': 142, 'unit': 'Einw'}];[{'year': 1764, 'pop': 64, 'unit': 'Einw'}, {'year': 1798, 'pop': 112, 'unit': 'Einw'}, {'year': 1850, 'pop': 145, 'unit': 'Einw'}, {'year': 1900, 'pop': 129, 'unit': 'Einw'}, {'year': 1950, 'pop': 93, 'unit': 'Einw'}, {'year': 2000, 'pop': 142, 'unit': 'Einw'}];;Clarmont;[1127];0;Clarmont;5629;VD;6.45;46.547;fr
1006;Clées, Les;VD;/Articles/002534/?language=de;1134;[{'year': 1764, 'pop': 149, 'unit': 'Einw'}, {'year': 1798, 'pop': 158, 'unit': 'Einw'}, {'year': 1850, 'pop': 222, 'unit': 'Einw'}, {'year': 1900, 'pop': 228, 'unit': 'Einw'}, {'year': 1950, 'pop': 148, 'unit': 'Einw'}, {'year': 2000, 'pop': 154, 'unit': 'Einw'}];[{'year': 1764, 'pop': 149, 'unit': 'Einw'}, {'year': 1798, 'pop': 158, 'unit': 'Einw'}, {'year': 1850, 'pop': 222, 'unit': 'Einw'}, {'year': 1900, 'pop': 228, 'unit': 'Einw'}, {'year': 1950, 'pop': 148, 'unit': 'Einw'}, {'year': 2000, 'pop': 154, 'unit': 'Einw'}];;Les Clées;[1356];0;Les Clées;5750;VD;6.462999999999999;46.732;fr
1007;Coinsins;VD;/Articles/002502/?language=de;1212;[{'year': 1764, 'pop': 131, 'unit': 'Einw'}, {'year': 1850, 'pop': 157, 'unit': 'Einw'}, {'year': 1900, 'pop': 188, 'unit': 'Einw'}, {'year': 1950, 'pop': 156, 'unit': 'Einw'}, {'year': 1960, 'pop': 125, 'unit': 'Einw'}, {'year': 2000, 'pop': 368, 'unit': 'Einw'}];[{'year': 1764, 'pop': 131, 'unit': 'Einw'}, {'year': 1850, 'pop': 157, 'unit': 'Einw'}, {'year': 1900, 'pop': 188, 'unit': 'Einw'}, {'year': 1950, 'pop': 156, 'unit': 'Einw'}, {'year': 1960, 'pop': 125, 'unit': 'Einw'}, {'year': 2000, 'pop': 368, 'unit': 'Einw'}];;Coinsins;[1267];2;Coinsins;5710;VD;6.239;46.424;fr
1008;Commugny;VD;/Articles/002503/?language=de;1018;[{'year': 1764, 'pop': 249, 'unit': 'Einw'}, {'year': 1798, 'pop': 282, 'unit': 'Einw'}, {'year': 1850, 'pop': 249, 'unit': 'Einw'}, {'year': 1900, 'pop': 308, 'unit': 'Einw'}, {'year': 1950, 'pop': 337, 'unit': 'Einw'}, {'year': 1960, 'pop': 439, 'unit': 'Einw'}, {'year': 2000, 'pop': 2603, 'unit': 'Einw'}];[{'year': 1764, 'pop': 249, 'unit': 'Einw'}, {'year': 1798, 'pop': 282, 'unit': 'Einw'}, {'year': 1850, 'pop': 249, 'unit': 'Einw'}, {'year': 1900, 'pop': 308, 'unit': 'Einw'}, {'year': 1950, 'pop': 337, 'unit': 'Einw'}, {'year': 1960, 'pop': 439, 'unit': 'Einw'}, {'year': 2000, 'pop': 2603, 'unit': 'Einw'}];;Commugny;[1291];0;Commugny;5711;VD;6.18;46.32;fr
1009;Concise;VD;/Articles/002386/?language=de;1130;[{'year': 1416, 'pop': 350, 'unit': 'Einw', 'original_unit': 'Haushalte', 'einw_conversion_factor': 5}, {'year': 1453, 'pop': 300, 'unit': 'Einw', 'original_unit': 'Haushalte', 'einw_conversion_factor': 5}, {'year': 1798, 'pop': 560, 'unit': 'Einw'}, {'year': 1850, 'pop': 746, 'unit': 'Einw'}, {'year': 1900, 'pop': 726, 'unit': 'Einw'}, {'year': 1950, 'pop': 702, 'unit': 'Einw'}, {'year': 2000, 'pop': 684, 'unit': 'Einw'}];[{'year': 1416, 'pop': 70, 'unit': 'Haushalte'}, {'year': 1453, 'pop': 60, 'unit': 'Haushalte'}, {'year': 1798, 'pop': 560, 'unit': 'Einw'}, {'year': 1850, 'pop': 746, 'unit': 'Einw'}, {'year': 1900, 'pop': 726, 'unit': 'Einw'}, {'year': 1950, 'pop': 702, 'unit': 'Einw'}, {'year': 2000, 'pop': 684, 'unit': 'Einw'}];;Concise;[1426];0;Concise;5554;VD;6.72;46.85;fr
1010;Coppet;VD;/Articles/002504/?language=de;1294;[{'year': 1764, 'pop': 450, 'unit': 'Einw'}, {'year': 1850, 'pop': 471, 'unit': 'Einw'}, {'year': 1900, 'pop': 561, 'unit': 'Einw'}, {'year': 1950, 'pop': 616, 'unit': 'Einw'}, {'year': 1970, 'pop': 1097, 'unit': 'Einw'}, {'year': 2000, 'pop': 2360, 'unit': 'Einw'}];[{'year': 1764, 'pop': 450, 'unit': 'Einw'}, {'year': 1850, 'pop': 471, 'unit': 'Einw'}, {'year': 1900, 'pop': 561, 'unit': 'Einw'}, {'year': 1950, 'pop': 616, 'unit': 'Einw'}, {'year': 1970, 'pop': 1097, 'unit': 'Einw'}, {'year': 2000, 'pop': 2360, 'unit': 'Einw'}];;Coppet;[1296];0;Coppet;5712;VD;6.193;46.316;fr
1011;Corbeyrier;VD;/Articles/002279/?language=de;1261;[{'year': 1764, 'pop': 225, 'unit': 'Einw'}, {'year': 1850, 'pop': 269, 'unit': 'Einw'}, {'year': 1900, 'pop': 264, 'unit': 'Einw'}, {'year': 1950, 'pop': 260, 'unit': 'Einw'}, {'year': 2000, 'pop': 347, 'unit': 'Einw'}];[{'year': 1764, 'pop': 225, 'unit': 'Einw'}, {'year': 1850, 'pop': 269, 'unit': 'Einw'}, {'year': 1900, 'pop': 264, 'unit': 'Einw'}, {'year': 1950, 'pop': 260, 'unit': 'Einw'}, {'year': 2000, 'pop': 347, 'unit': 'Einw'}];;Corbeyrier;[1856];0;Corbeyrier;5404;VD;6.962000000000001;46.35;fr
1012;Corcelles-le-Jorat;VD;/Articles/002554/?language=de;1140;[{'year': 1432, 'pop': 55, 'unit': 'Einw', 'original_unit': 'Feuerstätten', 'einw_conversion_factor': 5}, {'year': 1764, 'pop': 369, 'unit': 'Einw'}, {'year': 1798, 'pop': 324, 'unit': 'Einw'}, {'year': 1850, 'pop': 572, 'unit': 'Einw'}, {'year': 1880, 'pop': 469, 'unit': 'Einw'}, {'year': 1900, 'pop': 535, 'unit': 'Einw'}, {'year': 1950, 'pop': 380, 'unit': 'Einw'}, {'year': 2000, 'pop': 412, 'unit': 'Einw'}];[{'year': 1432, 'pop': 11, 'unit': 'Feuerstätten'}, {'year': 1764, 'pop': 369, 'unit': 'Einw'}, {'year': 1798, 'pop': 324, 'unit': 'Einw'}, {'year': 1850, 'pop': 572, 'unit': 'Einw'}, {'year': 1880, 'pop': 469, 'unit': 'Einw'}, {'year': 1900, 'pop': 535, 'unit': 'Einw'}, {'year': 1950, 'pop': 380, 'unit': 'Einw'}, {'year': 2000, 'pop': 412, 'unit': 'Einw'}];;Corcelles-le-Jorat;[1082];0;Corcelles-le-Jorat;5785;VD;6.742000000000001;46.606;fr
1013;Corcelles-près-Concise;VD;/Articles/002387/?language=de;885;[{'year': 1798, 'pop': 152, 'unit': 'Einw'}, {'year': 1850, 'pop': 229, 'unit': 'Einw'}, {'year': 1888, 'pop': 295, 'unit': 'Einw'}, {'year': 1900, 'pop': 279, 'unit': 'Einw'}, {'year': 1950, 'pop': 220, 'unit': 'Einw'}, {'year': 1970, 'pop': 201, 'unit': 'Einw'}, {'year': 2000, 'pop': 278, 'unit': 'Einw'}];[{'year': 1798, 'pop': 152, 'unit': 'Einw'}, {'year': 1850, 'pop': 229, 'unit': 'Einw'}, {'year': 1888, 'pop': 295, 'unit': 'Einw'}, {'year': 1900, 'pop': 279, 'unit': 'Einw'}, {'year': 1950, 'pop': 220, 'unit': 'Einw'}, {'year': 1970, 'pop': 201, 'unit': 'Einw'}, {'year': 2000, 'pop': 278, 'unit': 'Einw'}];;Corcelles-près-Concise;[1426];1;Corcelles-près-Concise;5555;VD;6.707000000000001;46.847;fr
1014;Corcelles-près-Payerne;VD;/Articles/002578/?language=de;1235;[{'year': 1453, 'pop': 300, 'unit': 'Einw', 'original_unit': 'Haushalte', 'einw_conversion_factor': 5}, {'year': 1764, 'pop': 503, 'unit': 'Einw'}, {'year': 1850, 'pop': 880, 'unit': 'Einw'}, {'year': 1900, 'pop': 1189, 'unit': 'Einw'}, {'year': 1950, 'pop': 1259, 'unit': 'Einw'}, {'year': 2000, 'pop': 1644, 'unit': 'Einw'}];[{'year': 1453, 'pop': 60, 'unit': 'Haushalte'}, {'year': 1764, 'pop': 503, 'unit': 'Einw'}, {'year': 1850, 'pop': 880, 'unit': 'Einw'}, {'year': 1900, 'pop': 1189, 'unit': 'Einw'}, {'year': 1950, 'pop': 1259, 'unit': 'Einw'}, {'year': 2000, 'pop': 1644, 'unit': 'Einw'}];;Corcelles-près-Payerne;[1562];0;Corcelles-près-Payerne;5816;VD;6.961;46.832;fr
1015;Corseaux;VD;/Articles/002614/?language=de;1179;[{'year': 1764, 'pop': 254, 'unit': 'Einw'}, {'year': 1798, 'pop': 420, 'unit': 'Einw'}, {'year': 1850, 'pop': 311, 'unit': 'Einw'}, {'year': 1900, 'pop': 456, 'unit': 'Einw'}, {'year': 1950, 'pop': 1221, 'unit': 'Einw'}, {'year': 1990, 'pop': 2146, 'unit': 'Einw'}, {'year': 2000, 'pop': 2079, 'unit': 'Einw'}];[{'year': 1764, 'pop': 254, 'unit': 'Einw'}, {'year': 1798, 'pop': 420, 'unit': 'Einw'}, {'year': 1850, 'pop': 311, 'unit': 'Einw'}, {'year': 1900, 'pop': 456, 'unit': 'Einw'}, {'year': 1950, 'pop': 1221, 'unit': 'Einw'}, {'year': 1990, 'pop': 2146, 'unit': 'Einw'}, {'year': 2000, 'pop': 2079, 'unit': 'Einw'}];;Corseaux;[1802];0;Corseaux;5883;VD;6.832999999999999;46.472;fr
1016;Cossonay;VD;/Articles/002327/?language=de;130;[{'year': 1550, 'pop': 555, 'unit': 'Einw', 'original_unit': 'Haushalte', 'einw_conversion_factor': 5}, {'year': 1764, 'pop': 507, 'unit': 'Einw'}, {'year': 1798, 'pop': 702, 'unit': 'Einw'}, {'year': 1850, 'pop': 938, 'unit': 'Einw'}, {'year': 1900, 'pop': 1060, 'unit': 'Einw'}, {'year': 1950, 'pop': 1214, 'unit': 'Einw'}, {'year': 1970, 'pop': 1529, 'unit': 'Einw'}, {'year': 1980, 'pop': 1553, 'unit': 'Einw'}, {'year': 2000, 'pop': 2558, 'unit': 'Einw'}];[{'year': 1550, 'pop': 111, 'unit': 'Haushalte'}, {'year': 1764, 'pop': 507, 'unit': 'Einw'}, {'year': 1798, 'pop': 702, 'unit': 'Einw'}, {'year': 1850, 'pop': 938, 'unit': 'Einw'}, {'year': 1900, 'pop': 1060, 'unit': 'Einw'}, {'year': 1950, 'pop': 1214, 'unit': 'Einw'}, {'year': 1970, 'pop': 1529, 'unit': 'Einw'}, {'year': 1980, 'pop': 1553, 'unit': 'Einw'}, {'year': 2000, 'pop': 2558, 'unit': 'Einw'}];;Cossonay-Ville;[1304];0;Cossonay;5477;VD;6.5089999999999995;46.614;fr
1017;Cottens (VD);VD;/Articles/002328/?language=de;1041;[{'year': 1764, 'pop': 98, 'unit': 'Einw'}, {'year': 1803, 'pop': 127, 'unit': 'Einw'}, {'year': 1850, 'pop': 190, 'unit': 'Einw'}, {'year': 1870, 'pop': 252, 'unit': 'Einw'}, {'year': 1900, 'pop': 213, 'unit': 'Einw'}, {'year': 1930, 'pop': 163, 'unit': 'Einw'}, {'year': 1950, 'pop': 196, 'unit': 'Einw'}, {'year': 2000, 'pop': 343, 'unit': 'Einw'}];[{'year': 1764, 'pop': 98, 'unit': 'Einw'}, {'year': 1803, 'pop': 127, 'unit': 'Einw'}, {'year': 1850, 'pop': 190, 'unit': 'Einw'}, {'year': 1870, 'pop': 252, 'unit': 'Einw'}, {'year': 1900, 'pop': 213, 'unit': 'Einw'}, {'year': 1930, 'pop': 163, 'unit': 'Einw'}, {'year': 1950, 'pop': 196, 'unit': 'Einw'}, {'year': 2000, 'pop': 343, 'unit': 'Einw'}];;Cottens VD;[1116];0;Cottens (VD);5478;VD;6.454;46.573;fr
1018;Crans-près-Céligny;VD;/Articles/002505/?language=de;1798;[{'year': 1764, 'pop': 192, 'unit': 'Einw'}, {'year': 1850, 'pop': 286, 'unit': 'Einw'}, {'year': 1900, 'pop': 350, 'unit': 'Einw'}, {'year': 1950, 'pop': 364, 'unit': 'Einw'}, {'year': 2000, 'pop': 1963, 'unit': 'Einw'}];[{'year': 1764, 'pop': 192, 'unit': 'Einw'}, {'year': 1850, 'pop': 286, 'unit': 'Einw'}, {'year': 1900, 'pop': 350, 'unit': 'Einw'}, {'year': 1950, 'pop': 364, 'unit': 'Einw'}, {'year': 2000, 'pop': 1963, 'unit': 'Einw'}];;Crans-près-Céligny;[1299];0;Crans-près-Céligny;5713;VD;6.206;46.356;fr
1019;Crassier;VD;/Articles/002506/?language=de;1123;[{'year': 1764, 'pop': 168, 'unit': 'Einw'}, {'year': 1850, 'pop': 162, 'unit': 'Einw'}, {'year': 1900, 'pop': 206, 'unit': 'Einw'}, {'year': 1950, 'pop': 277, 'unit': 'Einw'}, {'year': 1990, 'pop': 512, 'unit': 'Einw'}, {'year': 2000, 'pop': 769, 'unit': 'Einw'}];[{'year': 1764, 'pop': 168, 'unit': 'Einw'}, {'year': 1850, 'pop': 162, 'unit': 'Einw'}, {'year': 1900, 'pop': 206, 'unit': 'Einw'}, {'year': 1950, 'pop': 277, 'unit': 'Einw'}, {'year': 1990, 'pop': 512, 'unit': 'Einw'}, {'year': 2000, 'pop': 769, 'unit': 'Einw'}];;Crassier;[1263];0;Crassier;5714;VD;6.164;46.373999999999995;fr
