;name;canton_x;url;firstmention;hab_year;raw_hab_year;notes;place;zipcode;zusatzziffer;commune;bfsnr;canton_y;X;Y;language
1020;Crissier;VD;/Articles/002405/?language=de;1199;[{'year': 1416, 'pop': 170, 'unit': 'Einw', 'original_unit': 'Haushalte', 'einw_conversion_factor': 5}, {'year': 1550, 'pop': 130, 'unit': 'Einw', 'original_unit': 'Haushalte', 'einw_conversion_factor': 5}, {'year': 1764, 'pop': 261, 'unit': 'Einw'}, {'year': 1850, 'pop': 511, 'unit': 'Einw'}, {'year': 1900, 'pop': 875, 'unit': 'Einw'}, {'year': 1910, 'pop': 1192, 'unit': 'Einw'}, {'year': 1950, 'pop': 2068, 'unit': 'Einw'}, {'year': 2000, 'pop': 6577, 'unit': 'Einw'}];[{'year': 1416, 'pop': 34, 'unit': 'Haushalte'}, {'year': 1550, 'pop': 26, 'unit': 'Haushalte'}, {'year': 1764, 'pop': 261, 'unit': 'Einw'}, {'year': 1850, 'pop': 511, 'unit': 'Einw'}, {'year': 1900, 'pop': 875, 'unit': 'Einw'}, {'year': 1910, 'pop': 1192, 'unit': 'Einw'}, {'year': 1950, 'pop': 2068, 'unit': 'Einw'}, {'year': 2000, 'pop': 6577, 'unit': 'Einw'}];;Crissier;[1023];0;Crissier;5583;VD;6.579;46.556000000000004;fr
1021;Cronay;VD;/Articles/002631/?language=de;1142;[{'year': 1764, 'pop': 263, 'unit': 'Einw'}, {'year': 1850, 'pop': 561, 'unit': 'Einw'}, {'year': 1900, 'pop': 470, 'unit': 'Einw'}, {'year': 1950, 'pop': 328, 'unit': 'Einw'}, {'year': 1980, 'pop': 242, 'unit': 'Einw'}, {'year': 2000, 'pop': 308, 'unit': 'Einw'}];[{'year': 1764, 'pop': 263, 'unit': 'Einw'}, {'year': 1850, 'pop': 561, 'unit': 'Einw'}, {'year': 1900, 'pop': 470, 'unit': 'Einw'}, {'year': 1950, 'pop': 328, 'unit': 'Einw'}, {'year': 1980, 'pop': 242, 'unit': 'Einw'}, {'year': 2000, 'pop': 308, 'unit': 'Einw'}];;Cronay;[1406];0;Cronay;5910;VD;6.696000000000001;46.757;fr
1022;Croy;VD;/Articles/002536/?language=de;1498;[{'year': 1529, 'pop': 25, 'unit': 'Einw', 'original_unit': 'Herdstellen', 'einw_conversion_factor': 5}, {'year': 1764, 'pop': 154, 'unit': 'Einw'}, {'year': 1850, 'pop': 268, 'unit': 'Einw'}, {'year': 1888, 'pop': 309, 'unit': 'Einw'}, {'year': 1900, 'pop': 279, 'unit': 'Einw'}, {'year': 1950, 'pop': 266, 'unit': 'Einw'}, {'year': 2000, 'pop': 267, 'unit': 'Einw'}];[{'year': 1529, 'pop': 5, 'unit': 'Herdstellen'}, {'year': 1764, 'pop': 154, 'unit': 'Einw'}, {'year': 1850, 'pop': 268, 'unit': 'Einw'}, {'year': 1888, 'pop': 309, 'unit': 'Einw'}, {'year': 1900, 'pop': 279, 'unit': 'Einw'}, {'year': 1950, 'pop': 266, 'unit': 'Einw'}, {'year': 2000, 'pop': 267, 'unit': 'Einw'}];;Croy;[1322];0;Croy;5752;VD;6.477;46.693999999999996;fr
1023;Cuarnens;VD;/Articles/002329/?language=de;1001;[{'year': 1764, 'pop': 374, 'unit': 'Einw'}, {'year': 1850, 'pop': 414, 'unit': 'Einw'}, {'year': 1900, 'pop': 481, 'unit': 'Einw'}, {'year': 1950, 'pop': 358, 'unit': 'Einw'}, {'year': 1970, 'pop': 275, 'unit': 'Einw'}, {'year': 2000, 'pop': 395, 'unit': 'Einw'}];[{'year': 1764, 'pop': 374, 'unit': 'Einw'}, {'year': 1850, 'pop': 414, 'unit': 'Einw'}, {'year': 1900, 'pop': 481, 'unit': 'Einw'}, {'year': 1950, 'pop': 358, 'unit': 'Einw'}, {'year': 1970, 'pop': 275, 'unit': 'Einw'}, {'year': 2000, 'pop': 395, 'unit': 'Einw'}];;Cuarnens;[1148];4;Cuarnens;5479;VD;6.438;46.625;fr
1024;Cuarny;VD;/Articles/002632/?language=de;1174;[{'year': 1764, 'pop': 182, 'unit': 'Einw'}, {'year': 1850, 'pop': 292, 'unit': 'Einw'}, {'year': 1900, 'pop': 263, 'unit': 'Einw'}, {'year': 1950, 'pop': 203, 'unit': 'Einw'}, {'year': 1980, 'pop': 150, 'unit': 'Einw'}, {'year': 2000, 'pop': 171, 'unit': 'Einw'}];[{'year': 1764, 'pop': 182, 'unit': 'Einw'}, {'year': 1850, 'pop': 292, 'unit': 'Einw'}, {'year': 1900, 'pop': 263, 'unit': 'Einw'}, {'year': 1950, 'pop': 203, 'unit': 'Einw'}, {'year': 1980, 'pop': 150, 'unit': 'Einw'}, {'year': 2000, 'pop': 171, 'unit': 'Einw'}];;Cuarny;[1404];0;Cuarny;5911;VD;6.689;46.77;fr
1025;Cudrefin;VD;/Articles/002313/?language=de;999;[{'year': 1416, 'pop': 350, 'unit': 'Einw', 'original_unit': 'Feuerstätten', 'einw_conversion_factor': 5}, {'year': 1453, 'pop': 300, 'unit': 'Einw', 'original_unit': 'Feuerstätten', 'einw_conversion_factor': 5}, {'year': 1764, 'pop': 483, 'unit': 'Einw'}, {'year': 1803, 'pop': 626, 'unit': 'Einw'}, {'year': 1850, 'pop': 683, 'unit': 'Einw'}, {'year': 1900, 'pop': 658, 'unit': 'Einw'}, {'year': 1950, 'pop': 651, 'unit': 'Einw'}, {'year': 1970, 'pop': 544, 'unit': 'Einw'}, {'year': 2000, 'pop': 844, 'unit': 'Einw'}];[{'year': 1416, 'pop': 70, 'unit': 'Feuerstätten'}, {'year': 1453, 'pop': 60, 'unit': 'Feuerstätten'}, {'year': 1764, 'pop': 483, 'unit': 'Einw'}, {'year': 1803, 'pop': 626, 'unit': 'Einw'}, {'year': 1850, 'pop': 683, 'unit': 'Einw'}, {'year': 1900, 'pop': 658, 'unit': 'Einw'}, {'year': 1950, 'pop': 651, 'unit': 'Einw'}, {'year': 1970, 'pop': 544, 'unit': 'Einw'}, {'year': 2000, 'pop': 844, 'unit': 'Einw'}];;Cudrefin;[1588];0;Cudrefin;5456;VD;7.02;46.955;fr
1026;Cugy (VD);VD;/Articles/002359/?language=de;968;[{'year': 1764, 'pop': 141, 'unit': 'Einw'}, {'year': 1850, 'pop': 230, 'unit': 'Einw'}, {'year': 1900, 'pop': 242, 'unit': 'Einw'}, {'year': 1950, 'pop': 305, 'unit': 'Einw'}, {'year': 1970, 'pop': 636, 'unit': 'Einw'}, {'year': 1980, 'pop': 1349, 'unit': 'Einw'}, {'year': 2000, 'pop': 1992, 'unit': 'Einw'}];[{'year': 1764, 'pop': 141, 'unit': 'Einw'}, {'year': 1850, 'pop': 230, 'unit': 'Einw'}, {'year': 1900, 'pop': 242, 'unit': 'Einw'}, {'year': 1950, 'pop': 305, 'unit': 'Einw'}, {'year': 1970, 'pop': 636, 'unit': 'Einw'}, {'year': 1980, 'pop': 1349, 'unit': 'Einw'}, {'year': 2000, 'pop': 1992, 'unit': 'Einw'}];;Cugy VD;[1053];0;Cugy (VD);5516;VD;6.641;46.583999999999996;fr
1027;Curtilles;VD;/Articles/002469/?language=de;852;[{'year': 1764, 'pop': 149, 'unit': 'Einw'}, {'year': 1850, 'pop': 428, 'unit': 'Einw'}, {'year': 1900, 'pop': 386, 'unit': 'Einw'}, {'year': 1950, 'pop': 283, 'unit': 'Einw'}, {'year': 1970, 'pop': 238, 'unit': 'Einw'}, {'year': 2000, 'pop': 277, 'unit': 'Einw'}];[{'year': 1764, 'pop': 149, 'unit': 'Einw'}, {'year': 1850, 'pop': 428, 'unit': 'Einw'}, {'year': 1900, 'pop': 386, 'unit': 'Einw'}, {'year': 1950, 'pop': 283, 'unit': 'Einw'}, {'year': 1970, 'pop': 238, 'unit': 'Einw'}, {'year': 2000, 'pop': 277, 'unit': 'Einw'}];;Curtilles;[1521];0;Curtilles;5669;VD;6.848;46.703;fr
1028;Daillens;VD;/Articles/002330/?language=de;1109;[{'year': 1453, 'pop': 150, 'unit': 'Einw', 'original_unit': 'Haushaltungen', 'einw_conversion_factor': 5}, {'year': 1764, 'pop': 347, 'unit': 'Einw'}, {'year': 1798, 'pop': 322, 'unit': 'Einw'}, {'year': 1850, 'pop': 405, 'unit': 'Einw'}, {'year': 1900, 'pop': 428, 'unit': 'Einw'}, {'year': 1950, 'pop': 415, 'unit': 'Einw'}, {'year': 1970, 'pop': 338, 'unit': 'Einw'}, {'year': 2000, 'pop': 598, 'unit': 'Einw'}];[{'year': 1453, 'pop': 30, 'unit': 'Haushaltungen'}, {'year': 1764, 'pop': 347, 'unit': 'Einw'}, {'year': 1798, 'pop': 322, 'unit': 'Einw'}, {'year': 1850, 'pop': 405, 'unit': 'Einw'}, {'year': 1900, 'pop': 428, 'unit': 'Einw'}, {'year': 1950, 'pop': 415, 'unit': 'Einw'}, {'year': 1970, 'pop': 338, 'unit': 'Einw'}, {'year': 2000, 'pop': 598, 'unit': 'Einw'}];;Daillens;[1306];0;Daillens;5480;VD;6.5489999999999995;46.62;fr
1029;Démoret;VD;/Articles/002633/?language=de;1154;[{'year': 1416, 'pop': 200, 'unit': 'Einw', 'original_unit': 'Haushalte', 'einw_conversion_factor': 5}, {'year': 1764, 'pop': 193, 'unit': 'Einw'}, {'year': 1850, 'pop': 259, 'unit': 'Einw'}, {'year': 1900, 'pop': 213, 'unit': 'Einw'}, {'year': 1950, 'pop': 181, 'unit': 'Einw'}, {'year': 1980, 'pop': 103, 'unit': 'Einw'}, {'year': 2000, 'pop': 133, 'unit': 'Einw'}];[{'year': 1416, 'pop': 40, 'unit': 'Haushalte'}, {'year': 1453, 'pop': 56, 'unit': '(Pfarrei einschliesslich Molondin und Vuissens)'}, {'year': 1764, 'pop': 193, 'unit': 'Einw'}, {'year': 1850, 'pop': 259, 'unit': 'Einw'}, {'year': 1900, 'pop': 213, 'unit': 'Einw'}, {'year': 1950, 'pop': 181, 'unit': 'Einw'}, {'year': 1980, 'pop': 103, 'unit': 'Einw'}, {'year': 2000, 'pop': 133, 'unit': 'Einw'}];;Démoret;[1415];2;Démoret;5912;VD;6.756;46.747;fr
1030;Denens;VD;/Articles/002436/?language=de;1005;[{'year': 1453, 'pop': 100, 'unit': 'Einw', 'original_unit': 'Feuerstätten', 'einw_conversion_factor': 5}, {'year': 1764, 'pop': 122, 'unit': 'Einw'}, {'year': 1850, 'pop': 269, 'unit': 'Einw'}, {'year': 1860, 'pop': 285, 'unit': 'Einw'}, {'year': 1900, 'pop': 225, 'unit': 'Einw'}, {'year': 1950, 'pop': 210, 'unit': 'Einw'}, {'year': 1960, 'pop': 189, 'unit': 'Einw'}, {'year': 2000, 'pop': 581, 'unit': 'Einw'}];[{'year': 1453, 'pop': 20, 'unit': 'Feuerstätten'}, {'year': 1764, 'pop': 122, 'unit': 'Einw'}, {'year': 1850, 'pop': 269, 'unit': 'Einw'}, {'year': 1860, 'pop': 285, 'unit': 'Einw'}, {'year': 1900, 'pop': 225, 'unit': 'Einw'}, {'year': 1950, 'pop': 210, 'unit': 'Einw'}, {'year': 1960, 'pop': 189, 'unit': 'Einw'}, {'year': 2000, 'pop': 581, 'unit': 'Einw'}];;Denens;[1135];0;Denens;5631;VD;6.457000000000001;46.519;fr
1031;Denges;VD;/Articles/002437/?language=de;1107;[{'year': 1764, 'pop': 127, 'unit': 'Einw'}, {'year': 1798, 'pop': 185, 'unit': 'Einw'}, {'year': 1850, 'pop': 204, 'unit': 'Einw'}, {'year': 1900, 'pop': 213, 'unit': 'Einw'}, {'year': 1950, 'pop': 281, 'unit': 'Einw'}, {'year': 1970, 'pop': 693, 'unit': 'Einw'}, {'year': 2000, 'pop': 1109, 'unit': 'Einw'}, {'year': 1402, 'pop': 80, 'unit': 'Einw', 'original_unit': 'Feuerstätten', 'einw_conversion_factor': 5}, {'year': 1596, 'pop': 75, 'unit': 'Einw', 'original_unit': 'Feuerstätten', 'einw_conversion_factor': 5}];[{'year': 1764, 'pop': 127, 'unit': 'Einw'}, {'year': 1798, 'pop': 185, 'unit': 'Einw'}, {'year': 1850, 'pop': 204, 'unit': 'Einw'}, {'year': 1900, 'pop': 213, 'unit': 'Einw'}, {'year': 1950, 'pop': 281, 'unit': 'Einw'}, {'year': 1970, 'pop': 693, 'unit': 'Einw'}, {'year': 2000, 'pop': 1109, 'unit': 'Einw'}, {'year': 1402, 'pop': 16, 'unit': 'Feuerstätten'}, {'year': 1596, 'pop': 15, 'unit': 'Feuerstätten'}];;Denges;[1026];2;Denges;5632;VD;6.539;46.523;fr
1032;Dizy;VD;/Articles/002331/?language=de;961;[{'year': 1474, 'pop': 30, 'unit': 'Einw', 'original_unit': 'Haushalte', 'einw_conversion_factor': 5}, {'year': 1564, 'pop': 50, 'unit': 'Einw', 'original_unit': 'Haushalte', 'einw_conversion_factor': 5}, {'year': 1764, 'pop': 93, 'unit': 'Einw'}, {'year': 1850, 'pop': 166, 'unit': 'Einw'}, {'year': 1880, 'pop': 194, 'unit': 'Einw'}, {'year': 1980, 'pop': 93, 'unit': 'Einw'}, {'year': 2000, 'pop': 170, 'unit': 'Einw'}];[{'year': 1474, 'pop': 6, 'unit': 'Haushalte'}, {'year': 1564, 'pop': 10, 'unit': 'Haushalte'}, {'year': 1764, 'pop': 93, 'unit': 'Einw'}, {'year': 1850, 'pop': 166, 'unit': 'Einw'}, {'year': 1880, 'pop': 194, 'unit': 'Einw'}, {'year': 1980, 'pop': 93, 'unit': 'Einw'}, {'year': 2000, 'pop': 170, 'unit': 'Einw'}];;Dizy;[1304];2;Dizy;5481;VD;6.496;46.636;fr
1033;Dompierre (VD);VD;/Articles/002471/?language=de;1228;[{'year': 1764, 'pop': 146, 'unit': 'Einw'}, {'year': 1798, 'pop': 175, 'unit': 'Einw'}, {'year': 1850, 'pop': 371, 'unit': 'Einw'}, {'year': 1900, 'pop': 339, 'unit': 'Einw'}, {'year': 1910, 'pop': 342, 'unit': 'Einw'}, {'year': 1950, 'pop': 278, 'unit': 'Einw'}, {'year': 1980, 'pop': 183, 'unit': 'Einw'}, {'year': 2000, 'pop': 246, 'unit': 'Einw'}];[{'year': 1764, 'pop': 146, 'unit': 'Einw'}, {'year': 1798, 'pop': 175, 'unit': 'Einw'}, {'year': 1850, 'pop': 371, 'unit': 'Einw'}, {'year': 1900, 'pop': 339, 'unit': 'Einw'}, {'year': 1910, 'pop': 342, 'unit': 'Einw'}, {'year': 1950, 'pop': 278, 'unit': 'Einw'}, {'year': 1980, 'pop': 183, 'unit': 'Einw'}, {'year': 2000, 'pop': 246, 'unit': 'Einw'}];;Dompierre VD;[1682];3;Dompierre (VD);5671;VD;6.882999999999999;46.708;fr
1034;Donneloye;VD;/Articles/002634/?language=de;1150;[{'year': 1416, 'pop': 400, 'unit': 'Einw', 'original_unit': 'Haushalte', 'einw_conversion_factor': 5}, {'year': 1453, 'pop': 180, 'unit': 'Einw', 'original_unit': 'Haushalte', 'einw_conversion_factor': 5}, {'year': 1764, 'pop': 165, 'unit': 'Einw'}, {'year': 1850, 'pop': 282, 'unit': 'Einw'}, {'year': 1900, 'pop': 382, 'unit': 'Einw'}, {'year': 1950, 'pop': 274, 'unit': 'Einw'}, {'year': 1970, 'pop': 245, 'unit': 'Einw'}, {'year': 2000, 'pop': 320, 'unit': 'Einw'}];[{'year': 1416, 'pop': 80, 'unit': 'Haushalte'}, {'year': 1453, 'pop': 36, 'unit': 'Haushalte'}, {'year': 1764, 'pop': 165, 'unit': 'Einw'}, {'year': 1850, 'pop': 282, 'unit': 'Einw'}, {'year': 1900, 'pop': 382, 'unit': 'Einw'}, {'year': 1950, 'pop': 274, 'unit': 'Einw'}, {'year': 1970, 'pop': 245, 'unit': 'Einw'}, {'year': 2000, 'pop': 320, 'unit': 'Einw'}];;Donneloye;[1407];0;Donneloye;5913;VD;6.716;46.745;fr
1035;Duillier;VD;/Articles/002507/?language=de;1798;[{'year': 1764, 'pop': 204, 'unit': 'Einw'}, {'year': 1850, 'pop': 281, 'unit': 'Einw'}, {'year': 1880, 'pop': 315, 'unit': 'Einw'}, {'year': 1900, 'pop': 271, 'unit': 'Einw'}, {'year': 1950, 'pop': 230, 'unit': 'Einw'}, {'year': 2000, 'pop': 901, 'unit': 'Einw'}];[{'year': 1764, 'pop': 204, 'unit': 'Einw'}, {'year': 1850, 'pop': 281, 'unit': 'Einw'}, {'year': 1880, 'pop': 315, 'unit': 'Einw'}, {'year': 1900, 'pop': 271, 'unit': 'Einw'}, {'year': 1950, 'pop': 230, 'unit': 'Einw'}, {'year': 2000, 'pop': 901, 'unit': 'Einw'}];;Duillier;[1266];0;Duillier;5715;VD;6.233;46.409;fr
1036;Dully;VD;/Articles/002600/?language=de;1238;[{'year': 1764, 'pop': 119, 'unit': 'Einw'}, {'year': 1850, 'pop': 180, 'unit': 'Einw'}, {'year': 1900, 'pop': 181, 'unit': 'Einw'}, {'year': 1950, 'pop': 127, 'unit': 'Einw'}, {'year': 2000, 'pop': 414, 'unit': 'Einw'}];[{'year': 1764, 'pop': 119, 'unit': 'Einw'}, {'year': 1850, 'pop': 180, 'unit': 'Einw'}, {'year': 1900, 'pop': 181, 'unit': 'Einw'}, {'year': 1950, 'pop': 127, 'unit': 'Einw'}, {'year': 2000, 'pop': 414, 'unit': 'Einw'}];;Dully;[1195];2;Dully;5855;VD;6.295;46.428999999999995;fr
1037;Echallens;VD;/Articles/002361/?language=de;1141;[{'year': 1416, 'pop': 175, 'unit': 'Einw', 'original_unit': 'Feuerstellen', 'einw_conversion_factor': 5}, {'year': 1453, 'pop': 160, 'unit': 'Einw', 'original_unit': 'Feuerstellen', 'einw_conversion_factor': 5}, {'year': 1850, 'pop': 957, 'unit': 'Einw'}, {'year': 1900, 'pop': 1096, 'unit': 'Einw'}, {'year': 1950, 'pop': 1324, 'unit': 'Einw'}, {'year': 1980, 'pop': 2163, 'unit': 'Einw'}, {'year': 2000, 'pop': 4281, 'unit': 'Einw'}, {'year': 1764, 'pop': 405, 'unit': 'Einw', 'original_unit': 'Feuerstellen', 'einw_conversion_factor': 5}];[{'year': 1416, 'pop': 35, 'unit': 'Feuerstellen'}, {'year': 1453, 'pop': 32, 'unit': 'Feuerstellen'}, {'year': 1850, 'pop': 957, 'unit': 'Einw'}, {'year': 1900, 'pop': 1096, 'unit': 'Einw'}, {'year': 1950, 'pop': 1324, 'unit': 'Einw'}, {'year': 1980, 'pop': 2163, 'unit': 'Einw'}, {'year': 2000, 'pop': 4281, 'unit': 'Einw'}, {'year': 1764, 'pop': 81, 'unit': 'Feuerstellen'}];;Echallens;[1040];0;Echallens;5518;VD;6.6339999999999995;46.641000000000005;fr
1038;Echandens;VD;/Articles/002438/?language=de;1164;[{'year': 1764, 'pop': 210, 'unit': 'Einw'}, {'year': 1850, 'pop': 354, 'unit': 'Einw'}, {'year': 1888, 'pop': 299, 'unit': 'Einw'}, {'year': 1900, 'pop': 411, 'unit': 'Einw'}, {'year': 1950, 'pop': 477, 'unit': 'Einw'}, {'year': 1960, 'pop': 593, 'unit': 'Einw'}, {'year': 1970, 'pop': 1080, 'unit': 'Einw'}, {'year': 1990, 'pop': 2135, 'unit': 'Einw'}, {'year': 2000, 'pop': 2085, 'unit': 'Einw'}];[{'year': 1764, 'pop': 210, 'unit': 'Einw'}, {'year': 1850, 'pop': 354, 'unit': 'Einw'}, {'year': 1888, 'pop': 299, 'unit': 'Einw'}, {'year': 1900, 'pop': 411, 'unit': 'Einw'}, {'year': 1950, 'pop': 477, 'unit': 'Einw'}, {'year': 1960, 'pop': 593, 'unit': 'Einw'}, {'year': 1970, 'pop': 1080, 'unit': 'Einw'}, {'year': 1990, 'pop': 2135, 'unit': 'Einw'}, {'year': 2000, 'pop': 2085, 'unit': 'Einw'}];;Echandens;[1026];3;Echandens;5633;VD;6.542000000000001;46.533;fr
1039;Echichens;VD;/Articles/002439/?language=de;1131;[{'year': 1764, 'pop': 140, 'unit': 'Einw'}, {'year': 1850, 'pop': 300, 'unit': 'Einw'}, {'year': 1900, 'pop': 358, 'unit': 'Einw'}, {'year': 1950, 'pop': 393, 'unit': 'Einw'}, {'year': 1970, 'pop': 637, 'unit': 'Einw'}, {'year': 2000, 'pop': 1119, 'unit': 'Einw'}];[{'year': 1764, 'pop': 140, 'unit': 'Einw'}, {'year': 1850, 'pop': 300, 'unit': 'Einw'}, {'year': 1900, 'pop': 358, 'unit': 'Einw'}, {'year': 1950, 'pop': 393, 'unit': 'Einw'}, {'year': 1970, 'pop': 637, 'unit': 'Einw'}, {'year': 2000, 'pop': 1119, 'unit': 'Einw'}];;Echichens;[1112];0;Echichens;5634;VD;6.499;46.526;fr
1040;Eclépens;VD;/Articles/002332/?language=de;814;[{'year': 1416, 'pop': 160, 'unit': 'Einw', 'original_unit': 'Haushalte', 'einw_conversion_factor': 5}, {'year': 1764, 'pop': 242, 'unit': 'Einw'}, {'year': 1798, 'pop': 328, 'unit': 'Einw'}, {'year': 1850, 'pop': 495, 'unit': 'Einw'}, {'year': 1860, 'pop': 567, 'unit': 'Einw'}, {'year': 1900, 'pop': 477, 'unit': 'Einw'}, {'year': 1950, 'pop': 426, 'unit': 'Einw'}, {'year': 2000, 'pop': 904, 'unit': 'Einw'}];[{'year': 1416, 'pop': 32, 'unit': 'Haushalte'}, {'year': 1764, 'pop': 242, 'unit': 'Einw'}, {'year': 1798, 'pop': 328, 'unit': 'Einw'}, {'year': 1850, 'pop': 495, 'unit': 'Einw'}, {'year': 1860, 'pop': 567, 'unit': 'Einw'}, {'year': 1900, 'pop': 477, 'unit': 'Einw'}, {'year': 1950, 'pop': 426, 'unit': 'Einw'}, {'year': 2000, 'pop': 904, 'unit': 'Einw'}];;Eclépens;[1312];0;Eclépens;5482;VD;6.526;46.652;fr
1041;Ecublens (VD);VD;/Articles/002440/?language=de;958;[{'year': 1416, 'pop': 190, 'unit': 'Einw', 'original_unit': 'Feuerstätten', 'einw_conversion_factor': 5}, {'year': 1764, 'pop': 268, 'unit': 'Einw'}, {'year': 1798, 'pop': 413, 'unit': 'Einw'}, {'year': 1850, 'pop': 613, 'unit': 'Einw'}, {'year': 1900, 'pop': 777, 'unit': 'Einw'}, {'year': 1950, 'pop': 1269, 'unit': 'Einw'}, {'year': 1960, 'pop': 2240, 'unit': 'Einw'}, {'year': 1970, 'pop': 6379, 'unit': 'Einw'}, {'year': 2000, 'pop': 10227, 'unit': 'Einw'}];[{'year': 1416, 'pop': 38, 'unit': 'Feuerstätten'}, {'year': 1764, 'pop': 268, 'unit': 'Einw'}, {'year': 1798, 'pop': 413, 'unit': 'Einw'}, {'year': 1850, 'pop': 613, 'unit': 'Einw'}, {'year': 1900, 'pop': 777, 'unit': 'Einw'}, {'year': 1950, 'pop': 1269, 'unit': 'Einw'}, {'year': 1960, 'pop': 2240, 'unit': 'Einw'}, {'year': 1970, 'pop': 6379, 'unit': 'Einw'}, {'year': 2000, 'pop': 10227, 'unit': 'Einw'}];;Ecublens VD;[1024];0;Ecublens (VD);5635;VD;6.562;46.526;fr
1042;Epalinges;VD;/Articles/002406/?language=de;1182;[{'year': 1550, 'pop': 65, 'unit': 'Einw', 'original_unit': 'Haushalte', 'einw_conversion_factor': 5}, {'year': 1709, 'pop': 219, 'unit': 'Einw'}, {'year': 1764, 'pop': 361, 'unit': 'Einw'}, {'year': 1798, 'pop': 508, 'unit': 'Einw'}, {'year': 1850, 'pop': 759, 'unit': 'Einw'}, {'year': 1900, 'pop': 717, 'unit': 'Einw'}, {'year': 1950, 'pop': 863, 'unit': 'Einw'}, {'year': 1970, 'pop': 3844, 'unit': 'Einw'}, {'year': 2000, 'pop': 7516, 'unit': 'Einw'}];[{'year': 1550, 'pop': 13, 'unit': 'Haushalte'}, {'year': 1709, 'pop': 219, 'unit': 'Einw'}, {'year': 1764, 'pop': 361, 'unit': 'Einw'}, {'year': 1798, 'pop': 508, 'unit': 'Einw'}, {'year': 1850, 'pop': 759, 'unit': 'Einw'}, {'year': 1900, 'pop': 717, 'unit': 'Einw'}, {'year': 1950, 'pop': 863, 'unit': 'Einw'}, {'year': 1970, 'pop': 3844, 'unit': 'Einw'}, {'year': 2000, 'pop': 7516, 'unit': 'Einw'}];;Epalinges;[1066];0;Epalinges;5584;VD;6.6739999999999995;46.54600000000001;fr
1043;Essertes;VD;/Articles/002557/?language=de;1154;[{'year': 1271, 'pop': 5, 'unit': 'Einw', 'original_unit': 'Haushalt', 'einw_conversion_factor': 5}, {'year': 1680, 'pop': 100, 'unit': 'Einw', 'original_unit': 'Haushalt', 'einw_conversion_factor': 5}, {'year': 1755, 'pop': 160, 'unit': 'Einw', 'original_unit': 'Haushalt', 'einw_conversion_factor': 5}, {'year': 1764, 'pop': 186, 'unit': 'Einw'}, {'year': 1798, 'pop': 167, 'unit': 'Einw'}, {'year': 1850, 'pop': 197, 'unit': 'Einw'}, {'year': 1870, 'pop': 205, 'unit': 'Einw'}, {'year': 1900, 'pop': 162, 'unit': 'Einw'}, {'year': 1950, 'pop': 142, 'unit': 'Einw'}, {'year': 1970, 'pop': 116, 'unit': 'Einw'}, {'year': 2000, 'pop': 259, 'unit': 'Einw'}];[{'year': 1271, 'pop': 1, 'unit': 'Haushalt'}, {'year': 1680, 'pop': 20, 'unit': 'Haushalt'}, {'year': 1755, 'pop': 32, 'unit': 'Haushalt'}, {'year': 1764, 'pop': 186, 'unit': 'Einw'}, {'year': 1798, 'pop': 167, 'unit': 'Einw'}, {'year': 1850, 'pop': 197, 'unit': 'Einw'}, {'year': 1870, 'pop': 205, 'unit': 'Einw'}, {'year': 1900, 'pop': 162, 'unit': 'Einw'}, {'year': 1950, 'pop': 142, 'unit': 'Einw'}, {'year': 1970, 'pop': 116, 'unit': 'Einw'}, {'year': 2000, 'pop': 259, 'unit': 'Einw'}];;Essertes;[1078];0;Essertes;5788;VD;6.789;46.562;fr
1044;Essertines-sur-Rolle;VD;/Articles/002601/?language=de;1152;[{'year': 1764, 'pop': 337, 'unit': 'Einw'}, {'year': 1798, 'pop': 434, 'unit': 'Einw'}, {'year': 1850, 'pop': 564, 'unit': 'Einw'}, {'year': 1900, 'pop': 453, 'unit': 'Einw'}, {'year': 1950, 'pop': 402, 'unit': 'Einw'}, {'year': 1980, 'pop': 296, 'unit': 'Einw'}, {'year': 2000, 'pop': 496, 'unit': 'Einw'}];[{'year': 1764, 'pop': 337, 'unit': 'Einw'}, {'year': 1798, 'pop': 434, 'unit': 'Einw'}, {'year': 1850, 'pop': 564, 'unit': 'Einw'}, {'year': 1900, 'pop': 453, 'unit': 'Einw'}, {'year': 1950, 'pop': 402, 'unit': 'Einw'}, {'year': 1980, 'pop': 296, 'unit': 'Einw'}, {'year': 2000, 'pop': 496, 'unit': 'Einw'}];;Essertines-sur-Rolle;[1186];0;Essertines-sur-Rolle;5856;VD;6.318;46.493;fr
