;year;pop;unit;name;canton;url;firstmention;notes
4397;1950;1003;Einw;Hemberg;SG;/Articles/001382/?language=de;878;
4398;2000;944;Einw;Hemberg;SG;/Articles/001382/?language=de;878;
4399;1850;327;Einw;Hemishofen;SH;/Articles/001286/?language=de;1100;
4400;1900;376;Einw;Hemishofen;SH;/Articles/001286/?language=de;1100;
4401;1950;307;Einw;Hemishofen;SH;/Articles/001286/?language=de;1100;
4402;1970;271;Einw;Hemishofen;SH;/Articles/001286/?language=de;1100;
4403;2000;377;Einw;Hemishofen;SH;/Articles/001286/?language=de;1100;
4404;1850;363;Einw;Hemmiken;BL;/Articles/001224/?language=de;1255;
4405;1860;383;Einw;Hemmiken;BL;/Articles/001224/?language=de;1255;
4406;1900;335;Einw;Hemmiken;BL;/Articles/001224/?language=de;1255;
4407;1930;223;Einw;Hemmiken;BL;/Articles/001224/?language=de;1255;
4408;1950;249;Einw;Hemmiken;BL;/Articles/001224/?language=de;1255;
4409;2000;290;Einw;Hemmiken;BL;/Articles/001224/?language=de;1255;
4410;1850;571;Einw;Hendschiken;AG;/Articles/001763/?language=de;1160;
4411;1900;594;Einw;Hendschiken;AG;/Articles/001763/?language=de;1160;
4412;1950;612;Einw;Hendschiken;AG;/Articles/001763/?language=de;1160;
4413;2000;896;Einw;Hendschiken;AG;/Articles/001763/?language=de;1160;
4414;1733;290;Einw;Henggart;ZH;/Articles/000025/?language=de;1228;
4415;1850;279;Einw;Henggart;ZH;/Articles/000025/?language=de;1228;
4416;1910;388;Einw;Henggart;ZH;/Articles/000025/?language=de;1228;
4417;1950;464;Einw;Henggart;ZH;/Articles/000025/?language=de;1228;
4418;1960;712;Einw;Henggart;ZH;/Articles/000025/?language=de;1228;
4419;1980;970;Einw;Henggart;ZH;/Articles/000025/?language=de;1228;
4420;2000;1621;Einw;Henggart;ZH;/Articles/000025/?language=de;1228;
4421;1739;203;Einw;Herbetswil;SO;/Articles/001068/?language=de;1400;
4422;1798;353;Einw;Herbetswil;SO;/Articles/001068/?language=de;1400;
4423;1850;475;Einw;Herbetswil;SO;/Articles/001068/?language=de;1400;
4424;1900;437;Einw;Herbetswil;SO;/Articles/001068/?language=de;1400;
4425;1950;658;Einw;Herbetswil;SO;/Articles/001068/?language=de;1400;
4426;2000;568;Einw;Herbetswil;SO;/Articles/001068/?language=de;1400;
4427;1764;192;Einw;Herbligen;BE;/Articles/000358/?language=de;1302;
4428;1850;355;Einw;Herbligen;BE;/Articles/000358/?language=de;1302;
4429;1900;302;Einw;Herbligen;BE;/Articles/000358/?language=de;1302;
4430;1950;425;Einw;Herbligen;BE;/Articles/000358/?language=de;1302;
4431;2000;500;Einw;Herbligen;BE;/Articles/000358/?language=de;1302;
4432;1850;1137;Einw;Hérémence;VS;/Articles/002705/?language=de;1195;
4433;1900;1101;Einw;Hérémence;VS;/Articles/002705/?language=de;1195;
4434;1930;1736;Einw;Hérémence;VS;/Articles/002705/?language=de;1195;
4435;1950;1648;Einw;Hérémence;VS;/Articles/002705/?language=de;1195;
4436;2000;1294;Einw;Hérémence;VS;/Articles/002705/?language=de;1195;
4437;1960;1868;Einw;Hérémence;VS;/Articles/002705/?language=de;1195;
4438;1769;460;Einw;Hergiswil (NW);NW;/Articles/000753/?language=de;1303;
4439;1850;804;Einw;Hergiswil (NW);NW;/Articles/000753/?language=de;1303;
4440;1900;1080;Einw;Hergiswil (NW);NW;/Articles/000753/?language=de;1303;
4441;1950;2904;Einw;Hergiswil (NW);NW;/Articles/000753/?language=de;1303;
4442;1970;4364;Einw;Hergiswil (NW);NW;/Articles/000753/?language=de;1303;
4443;2000;4754;Einw;Hergiswil (NW);NW;/Articles/000753/?language=de;1303;
4444;1801;307;Einw;Hermance;GE;/Articles/002907/?language=de;1247;"undefined
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined"
4445;1850;498;Einw;Hermance;GE;/Articles/002907/?language=de;1247;"undefined
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined"
4446;1900;362;Einw;Hermance;GE;/Articles/002907/?language=de;1247;"undefined
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined"
4447;1950;400;Einw;Hermance;GE;/Articles/002907/?language=de;1247;"undefined
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined"
4448;1980;594;Einw;Hermance;GE;/Articles/002907/?language=de;1247;"undefined
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined"
4449;2000;816;Einw;Hermance;GE;/Articles/002907/?language=de;1247;"undefined
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined"
4450;1444;400;Einw;Hermance;GE;/Articles/002907/?language=de;1247;"undefined
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined"
4451;1444;400;Einw;Hermance;GE;/Articles/002907/?language=de;1247;"undefined
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined
weird post-1850 units: undefined"
4452;1764;87;Einw;Hermrigen;BE;/Articles/000440/?language=de;1249;
4453;1850;329;Einw;Hermrigen;BE;/Articles/000440/?language=de;1249;
4454;1900;307;Einw;Hermrigen;BE;/Articles/000440/?language=de;1249;
4455;1950;312;Einw;Hermrigen;BE;/Articles/000440/?language=de;1249;
4456;2000;260;Einw;Hermrigen;BE;/Articles/000440/?language=de;1249;
4457;1467;210;Einw;Herrliberg;ZH;/Articles/000107/?language=de;1150;
4458;1634;516;Einw;Herrliberg;ZH;/Articles/000107/?language=de;1150;
4459;1760;979;Einw;Herrliberg;ZH;/Articles/000107/?language=de;1150;
4460;1850;1144;Einw;Herrliberg;ZH;/Articles/000107/?language=de;1150;
4461;1888;964;Einw;Herrliberg;ZH;/Articles/000107/?language=de;1150;
4462;1900;985;Einw;Herrliberg;ZH;/Articles/000107/?language=de;1150;
4463;1950;2298;Einw;Herrliberg;ZH;/Articles/000107/?language=de;1150;
4464;2000;5499;Einw;Herrliberg;ZH;/Articles/000107/?language=de;1150;
4465;1850;106;Einw;Hersberg;BL;/Articles/001209/?language=de;1226;
4466;1900;86;Einw;Hersberg;BL;/Articles/001209/?language=de;1226;
4467;1950;108;Einw;Hersberg;BL;/Articles/001209/?language=de;1226;
4468;2000;261;Einw;Hersberg;BL;/Articles/001209/?language=de;1226;
4469;1768;478;Einw;Herznach;AG;/Articles/001738/?language=de;1097;Daten mit oder ohne Oberzeihens
4470;1850;898;Einw;Herznach;AG;/Articles/001738/?language=de;1097;Daten mit oder ohne Oberzeihens
4471;1860;711;Einw;Herznach;AG;/Articles/001738/?language=de;1097;Daten mit oder ohne Oberzeihens
4472;1900;639;Einw;Herznach;AG;/Articles/001738/?language=de;1097;Daten mit oder ohne Oberzeihens
4473;1950;665;Einw;Herznach;AG;/Articles/001738/?language=de;1097;Daten mit oder ohne Oberzeihens
4474;2000;1059;Einw;Herznach;AG;/Articles/001738/?language=de;1097;Daten mit oder ohne Oberzeihens
4475;1764;481;Einw;Herzogenbuchsee;BE;/Articles/000565/?language=de;886;
4476;1850;1525;Einw;Herzogenbuchsee;BE;/Articles/000565/?language=de;886;
4477;1900;2533;Einw;Herzogenbuchsee;BE;/Articles/000565/?language=de;886;
4478;1950;3790;Einw;Herzogenbuchsee;BE;/Articles/000565/?language=de;886;
4479;2000;5338;Einw;Herzogenbuchsee;BE;/Articles/000565/?language=de;886;
4480;1467;205;Einw;Hettlingen;ZH;/Articles/000148/?language=de;886;
4481;1634;274;Einw;Hettlingen;ZH;/Articles/000148/?language=de;886;
4482;1836;493;Einw;Hettlingen;ZH;/Articles/000148/?language=de;886;
4483;1850;489;Einw;Hettlingen;ZH;/Articles/000148/?language=de;886;
4484;1900;462;Einw;Hettlingen;ZH;/Articles/000148/?language=de;886;
4485;1910;428;Einw;Hettlingen;ZH;/Articles/000148/?language=de;886;
4486;1950;597;Einw;Hettlingen;ZH;/Articles/000148/?language=de;886;
4487;1970;1054;Einw;Hettlingen;ZH;/Articles/000148/?language=de;886;
4488;2000;2383;Einw;Hettlingen;ZH;/Articles/000148/?language=de;886;
4489;1798;560;Einw;Hildisrieden;LU;/Articles/000640/?language=de;1173;
4490;1816;701;Einw;Hildisrieden;LU;/Articles/000640/?language=de;1173;
4491;1850;666;Einw;Hildisrieden;LU;/Articles/000640/?language=de;1173;
4492;1900;535;Einw;Hildisrieden;LU;/Articles/000640/?language=de;1173;
4493;1950;793;Einw;Hildisrieden;LU;/Articles/000640/?language=de;1173;
4494;1970;906;Einw;Hildisrieden;LU;/Articles/000640/?language=de;1173;
4495;2000;1675;Einw;Hildisrieden;LU;/Articles/000640/?language=de;1173;
4496;1764;319;Einw;Hilterfingen;BE;/Articles/000528/?language=de;1175;"undefined
weird post-1850 units:  (Hünibach 369)
weird post-1850 units:  (Hünibach 369)
weird post-1850 units:  (Hünibach 369)"
4497;1850;509;Einw;Hilterfingen;BE;/Articles/000528/?language=de;1175;"undefined
weird post-1850 units:  (Hünibach 369)
weird post-1850 units:  (Hünibach 369)
weird post-1850 units:  (Hünibach 369)"
4498;1900;854;Einw;Hilterfingen;BE;/Articles/000528/?language=de;1175;"undefined
weird post-1850 units:  (Hünibach 369)
weird post-1850 units:  (Hünibach 369)
weird post-1850 units:  (Hünibach 369)"
4499;1920;953;Einw;Hilterfingen;BE;/Articles/000528/?language=de;1175;"undefined
weird post-1850 units:  (Hünibach 369)
weird post-1850 units:  (Hünibach 369)
weird post-1850 units:  (Hünibach 369)"
4500;1930;1097;Einw;Hilterfingen;BE;/Articles/000528/?language=de;1175;"undefined
weird post-1850 units:  (Hünibach 369)
weird post-1850 units:  (Hünibach 369)
weird post-1850 units:  (Hünibach 369)"
4501;1950;2864;Einw;Hilterfingen;BE;/Articles/000528/?language=de;1175;"undefined
weird post-1850 units:  (Hünibach 369)
weird post-1850 units:  (Hünibach 369)
weird post-1850 units:  (Hünibach 369)"
4502;1960;3382;Einw;Hilterfingen;BE;/Articles/000528/?language=de;1175;"undefined
weird post-1850 units:  (Hünibach 369)
weird post-1850 units:  (Hünibach 369)
weird post-1850 units:  (Hünibach 369)"
4503;2000;3821;Einw;Hilterfingen;BE;/Articles/000528/?language=de;1175;"undefined
weird post-1850 units:  (Hünibach 369)
weird post-1850 units:  (Hünibach 369)
weird post-1850 units:  (Hünibach 369)"
4504;1739;181;Einw;Himmelried;SO;/Articles/001182/?language=de;1208;
4505;1798;316;Einw;Himmelried;SO;/Articles/001182/?language=de;1208;
4506;1850;434;Einw;Himmelried;SO;/Articles/001182/?language=de;1208;
4507;1900;458;Einw;Himmelried;SO;/Articles/001182/?language=de;1208;
4508;1950;451;Einw;Himmelried;SO;/Articles/001182/?language=de;1208;
4509;2000;946;Einw;Himmelried;SO;/Articles/001182/?language=de;1208;
4510;1764;328;Einw;Hindelbank;BE;/Articles/000246/?language=de;1275;
4511;1850;651;Einw;Hindelbank;BE;/Articles/000246/?language=de;1275;
4512;1880;1124;Einw;Hindelbank;BE;/Articles/000246/?language=de;1275;
4513;1900;1006;Einw;Hindelbank;BE;/Articles/000246/?language=de;1275;
4514;1950;1162;Einw;Hindelbank;BE;/Articles/000246/?language=de;1275;
4515;1990;1970;Einw;Hindelbank;BE;/Articles/000246/?language=de;1275;
4516;2000;2000;Einw;Hindelbank;BE;/Articles/000246/?language=de;1275;
4517;1781;171;Einw;Hinterrhein;GR;/Articles/001496/?language=de;1219;
4518;1850;163;Einw;Hinterrhein;GR;/Articles/001496/?language=de;1219;
4519;1900;147;Einw;Hinterrhein;GR;/Articles/001496/?language=de;1219;
4520;1950;94;Einw;Hinterrhein;GR;/Articles/001496/?language=de;1219;
4521;1990;68;Einw;Hinterrhein;GR;/Articles/001496/?language=de;1219;
4522;2000;105;Einw;Hinterrhein;GR;/Articles/001496/?language=de;1219;
4523;1794;2112;Einw;Hinwil;ZH;/Articles/000089/?language=de;775;1637: population collapse, not representative
4524;1850;2697;Einw;Hinwil;ZH;/Articles/000089/?language=de;775;1637: population collapse, not representative
4525;1900;2864;Einw;Hinwil;ZH;/Articles/000089/?language=de;775;1637: population collapse, not representative
4526;1950;3623;Einw;Hinwil;ZH;/Articles/000089/?language=de;775;1637: population collapse, not representative
4527;1980;7554;Einw;Hinwil;ZH;/Articles/000089/?language=de;775;1637: population collapse, not representative
4528;2000;9157;Einw;Hinwil;ZH;/Articles/000089/?language=de;775;1637: population collapse, not representative
4529;1764;219;Einw;Hirschthal;AG;/Articles/001626/?language=de;924;
4530;1850;581;Einw;Hirschthal;AG;/Articles/001626/?language=de;924;
4531;1900;522;Einw;Hirschthal;AG;/Articles/001626/?language=de;924;
4532;1950;684;Einw;Hirschthal;AG;/Articles/001626/?language=de;924;
4533;2000;1177;Einw;Hirschthal;AG;/Articles/001626/?language=de;924;
4534;1678;800;Einw;Hirzel;ZH;/Articles/000095/?language=de;1269;
4535;1786;1300;Einw;Hirzel;ZH;/Articles/000095/?language=de;1269;
4536;1850;1219;Einw;Hirzel;ZH;/Articles/000095/?language=de;1269;
4537;1900;1154;Einw;Hirzel;ZH;/Articles/000095/?language=de;1269;
4538;1941;977;Einw;Hirzel;ZH;/Articles/000095/?language=de;1269;
4539;1950;1094;Einw;Hirzel;ZH;/Articles/000095/?language=de;1269;
4540;2000;1900;Einw;Hirzel;ZH;/Articles/000095/?language=de;1269;
4541;1467;165;Einw;Hittnau;ZH;/Articles/000118/?language=de;905;
4542;1634;422;Einw;Hittnau;ZH;/Articles/000118/?language=de;905;
4543;1762;1300;Einw;Hittnau;ZH;/Articles/000118/?language=de;905;
4544;1836;1983;Einw;Hittnau;ZH;/Articles/000118/?language=de;905;
4545;1850;1817;Einw;Hittnau;ZH;/Articles/000118/?language=de;905;
4546;1900;1338;Einw;Hittnau;ZH;/Articles/000118/?language=de;905;
4547;1910;1255;Einw;Hittnau;ZH;/Articles/000118/?language=de;905;
4548;1950;1320;Einw;Hittnau;ZH;/Articles/000118/?language=de;905;
4549;1980;1347;Einw;Hittnau;ZH;/Articles/000118/?language=de;905;
4550;2000;2965;Einw;Hittnau;ZH;/Articles/000118/?language=de;905;
4551;1678;413;Einw;Hitzkirch;LU;/Articles/000601/?language=de;1230;
4552;1798;632;Einw;Hitzkirch;LU;/Articles/000601/?language=de;1230;
4553;1850;766;Einw;Hitzkirch;LU;/Articles/000601/?language=de;1230;
4554;1900;738;Einw;Hitzkirch;LU;/Articles/000601/?language=de;1230;
4555;1950;1000;Einw;Hitzkirch;LU;/Articles/000601/?language=de;1230;
4556;2000;2293;Einw;Hitzkirch;LU;/Articles/000601/?language=de;1230;
4557;1456;300;Einw;Hochdorf;LU;/Articles/000602/?language=de;924;
4558;1695;1970;Einw;Hochdorf;LU;/Articles/000602/?language=de;924;
4559;1798;1077;Einw;Hochdorf;LU;/Articles/000602/?language=de;924;
4560;1850;1370;Einw;Hochdorf;LU;/Articles/000602/?language=de;924;
4561;1900;1645;Einw;Hochdorf;LU;/Articles/000602/?language=de;924;
4562;1910;3013;Einw;Hochdorf;LU;/Articles/000602/?language=de;924;
4563;1950;3768;Einw;Hochdorf;LU;/Articles/000602/?language=de;924;
4564;2000;7761;Einw;Hochdorf;LU;/Articles/000602/?language=de;924;
4565;1467;50;Einw;Hochfelden;ZH;/Articles/000047/?language=de;886;
4566;1836;456;Einw;Hochfelden;ZH;/Articles/000047/?language=de;886;
4567;1850;563;Einw;Hochfelden;ZH;/Articles/000047/?language=de;886;
4568;1900;529;Einw;Hochfelden;ZH;/Articles/000047/?language=de;886;
4569;1950;515;Einw;Hochfelden;ZH;/Articles/000047/?language=de;886;
4570;1980;928;Einw;Hochfelden;ZH;/Articles/000047/?language=de;886;
4571;2000;1579;Einw;Hochfelden;ZH;/Articles/000047/?language=de;886;
4572;1764;43;Einw;Höchstetten;BE;/Articles/000247/?language=de;1360;
4573;1850;253;Einw;Höchstetten;BE;/Articles/000247/?language=de;1360;
4574;1880;319;Einw;Höchstetten;BE;/Articles/000247/?language=de;1360;
4575;1900;299;Einw;Höchstetten;BE;/Articles/000247/?language=de;1360;
4576;1950;251;Einw;Höchstetten;BE;/Articles/000247/?language=de;1360;
4577;2000;255;Einw;Höchstetten;BE;/Articles/000247/?language=de;1360;
4578;1798;255;Einw;Hochwald;SO;/Articles/001100/?language=de;1225;
4579;1804;420;Einw;Hochwald;SO;/Articles/001100/?language=de;1225;
4580;1850;624;Einw;Hochwald;SO;/Articles/001100/?language=de;1225;
4581;1900;582;Einw;Hochwald;SO;/Articles/001100/?language=de;1225;
4582;1930;479;Einw;Hochwald;SO;/Articles/001100/?language=de;1225;
4583;1950;463;Einw;Hochwald;SO;/Articles/001100/?language=de;1225;
4584;1990;899;Einw;Hochwald;SO;/Articles/001100/?language=de;1225;
4585;2000;1124;Einw;Hochwald;SO;/Articles/001100/?language=de;1225;
4586;1764;190;Einw;Hofstetten bei Brienz;BE;/Articles/000335/?language=de;1359;
4587;1850;300;Einw;Hofstetten bei Brienz;BE;/Articles/000335/?language=de;1359;
4588;1900;426;Einw;Hofstetten bei Brienz;BE;/Articles/000335/?language=de;1359;
4589;1950;463;Einw;Hofstetten bei Brienz;BE;/Articles/000335/?language=de;1359;
4590;2000;551;Einw;Hofstetten bei Brienz;BE;/Articles/000335/?language=de;1359;
4591;1467;90;Einw;Hofstetten (ZH);ZH;/Articles/000149/?language=de;914;
4592;1850;587;Einw;Hofstetten (ZH);ZH;/Articles/000149/?language=de;914;
4593;1900;478;Einw;Hofstetten (ZH);ZH;/Articles/000149/?language=de;914;
4594;1950;461;Einw;Hofstetten (ZH);ZH;/Articles/000149/?language=de;914;
4595;2000;419;Einw;Hofstetten (ZH);ZH;/Articles/000149/?language=de;914;
4596;1739;495;Einw;Hofstetten-Flüh;SO;/Articles/001101/?language=de;1194;
4597;1804;503;Einw;Hofstetten-Flüh;SO;/Articles/001101/?language=de;1194;
4598;1850;858;Einw;Hofstetten-Flüh;SO;/Articles/001101/?language=de;1194;
4599;1900;899;Einw;Hofstetten-Flüh;SO;/Articles/001101/?language=de;1194;
4600;1950;1103;Einw;Hofstetten-Flüh;SO;/Articles/001101/?language=de;1194;
4601;2000;2717;Einw;Hofstetten-Flüh;SO;/Articles/001101/?language=de;1194;
4602;1798;1228;Einw;Hohenrain;LU;/Articles/000603/?language=de;1182;
4603;1816;1741;Einw;Hohenrain;LU;/Articles/000603/?language=de;1182;
4604;1850;2008;Einw;Hohenrain;LU;/Articles/000603/?language=de;1182;
4605;1900;1685;Einw;Hohenrain;LU;/Articles/000603/?language=de;1182;
4606;1950;2092;Einw;Hohenrain;LU;/Articles/000603/?language=de;1182;
4607;2000;2240;Einw;Hohenrain;LU;/Articles/000603/?language=de;1182;
4608;1764;155;Einw;Holderbank (AG);AG;/Articles/001764/?language=de;1259;
4609;1850;281;Einw;Holderbank (AG);AG;/Articles/001764/?language=de;1259;
4610;1900;303;Einw;Holderbank (AG);AG;/Articles/001764/?language=de;1259;
4611;1950;622;Einw;Holderbank (AG);AG;/Articles/001764/?language=de;1259;
4612;2000;804;Einw;Holderbank (AG);AG;/Articles/001764/?language=de;1259;
4613;1739;167;Einw;Holderbank (SO);SO;/Articles/001069/?language=de;1226;
4614;1798;370;Einw;Holderbank (SO);SO;/Articles/001069/?language=de;1226;
4615;1850;602;Einw;Holderbank (SO);SO;/Articles/001069/?language=de;1226;
4616;1900;525;Einw;Holderbank (SO);SO;/Articles/001069/?language=de;1226;
4617;1920;629;Einw;Holderbank (SO);SO;/Articles/001069/?language=de;1226;
4618;1950;596;Einw;Holderbank (SO);SO;/Articles/001069/?language=de;1226;
4619;2000;589;Einw;Holderbank (SO);SO;/Articles/001069/?language=de;1226;
4620;1497;48;Einw;Hölstein;BL;/Articles/001250/?language=de;1101;
4621;1680;210;Einw;Hölstein;BL;/Articles/001250/?language=de;1101;
4622;1774;299;Einw;Hölstein;BL;/Articles/001250/?language=de;1101;
4623;1850;620;Einw;Hölstein;BL;/Articles/001250/?language=de;1101;
4624;1900;549;Einw;Hölstein;BL;/Articles/001250/?language=de;1101;
4625;1950;957;Einw;Hölstein;BL;/Articles/001250/?language=de;1101;
4626;1980;1480;Einw;Hölstein;BL;/Articles/001250/?language=de;1101;
4627;2000;2071;Einw;Hölstein;BL;/Articles/001250/?language=de;1101;
4628;1653;140;Einw;Holziken;AG;/Articles/001721/?language=de;1306;
4629;1850;343;Einw;Holziken;AG;/Articles/001721/?language=de;1306;
4630;1900;372;Einw;Holziken;AG;/Articles/001721/?language=de;1306;
4631;1950;474;Einw;Holziken;AG;/Articles/001721/?language=de;1306;
4632;1970;649;Einw;Holziken;AG;/Articles/001721/?language=de;1306;
4633;2000;1184;Einw;Holziken;AG;/Articles/001721/?language=de;1306;
4634;1764;306;Einw;Homberg (BE);BE;/Articles/000530/?language=de;1384;
4635;1850;599;Einw;Homberg (BE);BE;/Articles/000530/?language=de;1384;
4636;1900;501;Einw;Homberg (BE);BE;/Articles/000530/?language=de;1384;
4637;1950;540;Einw;Homberg (BE);BE;/Articles/000530/?language=de;1384;
4638;2000;485;Einw;Homberg (BE);BE;/Articles/000530/?language=de;1384;
4639;1634;617;Einw;Hombrechtikon;ZH;/Articles/000108/?language=de;745;
4640;1772;1501;Einw;Hombrechtikon;ZH;/Articles/000108/?language=de;745;
4641;1850;2649;Einw;Hombrechtikon;ZH;/Articles/000108/?language=de;745;
4642;1900;2292;Einw;Hombrechtikon;ZH;/Articles/000108/?language=de;745;
4643;1950;3079;Einw;Hombrechtikon;ZH;/Articles/000108/?language=de;745;
4644;1980;6001;Einw;Hombrechtikon;ZH;/Articles/000108/?language=de;745;
4645;2000;7246;Einw;Hombrechtikon;ZH;/Articles/000108/?language=de;745;
4646;1798;81;Einw;Honau;LU;/Articles/000620/?language=de;1344;
4647;1850;120;Einw;Honau;LU;/Articles/000620/?language=de;1344;
4648;1900;127;Einw;Honau;LU;/Articles/000620/?language=de;1344;
4649;1950;120;Einw;Honau;LU;/Articles/000620/?language=de;1344;
4650;1970;84;Einw;Honau;LU;/Articles/000620/?language=de;1344;
4651;1990;200;Einw;Honau;LU;/Articles/000620/?language=de;1344;
4652;2000;320;Einw;Honau;LU;/Articles/000620/?language=de;1344;
4653;1467;335;Einw;Horgen;ZH;/Articles/000096/?language=de;952;
4654;1634;1175;Einw;Horgen;ZH;/Articles/000096/?language=de;952;
4655;1654;1560;Einw;Horgen;ZH;/Articles/000096/?language=de;952;
4656;1780;2837;Einw;Horgen;ZH;/Articles/000096/?language=de;952;
4657;1836;2886;Einw;Horgen;ZH;/Articles/000096/?language=de;952;
4658;1850;4844;Einw;Horgen;ZH;/Articles/000096/?language=de;952;
4659;1900;6883;Einw;Horgen;ZH;/Articles/000096/?language=de;952;
4660;1930;9320;Einw;Horgen;ZH;/Articles/000096/?language=de;952;
4661;1950;10118;Einw;Horgen;ZH;/Articles/000096/?language=de;952;
4662;1970;15691;Einw;Horgen;ZH;/Articles/000096/?language=de;952;
4663;2000;17432;Einw;Horgen;ZH;/Articles/000096/?language=de;952;
4664;1467;55;Einw;Höri;ZH;/Articles/000048/?language=de;1149;
4665;1634;257;Einw;Höri;ZH;/Articles/000048/?language=de;1149;
4666;1790;355;Einw;Höri;ZH;/Articles/000048/?language=de;1149;
4667;1850;574;Einw;Höri;ZH;/Articles/000048/?language=de;1149;
4668;1900;515;Einw;Höri;ZH;/Articles/000048/?language=de;1149;
4669;1941;471;Einw;Höri;ZH;/Articles/000048/?language=de;1149;
4670;1950;569;Einw;Höri;ZH;/Articles/000048/?language=de;1149;
4671;1970;2103;Einw;Höri;ZH;/Articles/000048/?language=de;1149;
4672;2000;2300;Einw;Höri;ZH;/Articles/000048/?language=de;1149;
4673;1768;387;Einw;Hornussen;AG;/Articles/001739/?language=de;1281;
4674;1850;766;Einw;Hornussen;AG;/Articles/001739/?language=de;1281;
4675;1900;590;Einw;Hornussen;AG;/Articles/001739/?language=de;1281;
4676;1950;631;Einw;Hornussen;AG;/Articles/001739/?language=de;1281;
4677;2000;816;Einw;Hornussen;AG;/Articles/001739/?language=de;1281;
4678;1764;229;Einw;Horrenbach-Buchen;BE;/Articles/000531/?language=de;1384;
4679;1850;350;Einw;Horrenbach-Buchen;BE;/Articles/000531/?language=de;1384;
4680;1900;359;Einw;Horrenbach-Buchen;BE;/Articles/000531/?language=de;1384;
4681;1910;369;Einw;Horrenbach-Buchen;BE;/Articles/000531/?language=de;1384;
4682;1950;354;Einw;Horrenbach-Buchen;BE;/Articles/000531/?language=de;1384;
4683;1980;267;Einw;Horrenbach-Buchen;BE;/Articles/000531/?language=de;1384;
4684;2000;222;Einw;Horrenbach-Buchen;BE;/Articles/000531/?language=de;1384;
4685;1798;141;Einw;Horriwil;SO;/Articles/001131/?language=de;1263;
4686;1813;127;Einw;Horriwil;SO;/Articles/001131/?language=de;1263;
4687;1850;207;Einw;Horriwil;SO;/Articles/001131/?language=de;1263;
4688;1900;299;Einw;Horriwil;SO;/Articles/001131/?language=de;1263;
4689;1950;381;Einw;Horriwil;SO;/Articles/001131/?language=de;1263;
4690;1970;484;Einw;Horriwil;SO;/Articles/001131/?language=de;1263;
4691;2000;802;Einw;Horriwil;SO;/Articles/001131/?language=de;1263;
4692;1352;270;Einw;Horw;LU;/Articles/000621/?language=de;1231;
4693;1583;300;Einw;Horw;LU;/Articles/000621/?language=de;1231;
4694;1695;630;Einw;Horw;LU;/Articles/000621/?language=de;1231;
4695;1798;836;Einw;Horw;LU;/Articles/000621/?language=de;1231;
4696;1850;1254;Einw;Horw;LU;/Articles/000621/?language=de;1231;
4697;1900;1747;Einw;Horw;LU;/Articles/000621/?language=de;1231;
4698;1950;4621;Einw;Horw;LU;/Articles/000621/?language=de;1231;
4699;1970;10632;Einw;Horw;LU;/Articles/000621/?language=de;1231;
4700;2000;12648;Einw;Horw;LU;/Articles/000621/?language=de;1231;
4701;1700;170;Einw;Hospental;UR;/Articles/000699/?language=de;1285;
4702;1734;420;Einw;Hospental;UR;/Articles/000699/?language=de;1285;
4703;1799;368;Einw;Hospental;UR;/Articles/000699/?language=de;1285;
4704;1850;424;Einw;Hospental;UR;/Articles/000699/?language=de;1285;
4705;1900;290;Einw;Hospental;UR;/Articles/000699/?language=de;1285;
4706;1950;282;Einw;Hospental;UR;/Articles/000699/?language=de;1285;
4707;2000;206;Einw;Hospental;UR;/Articles/000699/?language=de;1285;
4708;1798;128;Einw;Hubersdorf;SO;/Articles/001150/?language=de;1374;
4709;1850;201;Einw;Hubersdorf;SO;/Articles/001150/?language=de;1374;
4710;1900;223;Einw;Hubersdorf;SO;/Articles/001150/?language=de;1374;
4711;1950;316;Einw;Hubersdorf;SO;/Articles/001150/?language=de;1374;
4712;2000;664;Einw;Hubersdorf;SO;/Articles/001150/?language=de;1374;
4713;1467;60;Einw;Humlikon;ZH;/Articles/000026/?language=de;1228;
4714;1634;178;Einw;Humlikon;ZH;/Articles/000026/?language=de;1228;
4715;1850;346;Einw;Humlikon;ZH;/Articles/000026/?language=de;1228;
4716;1880;320;Einw;Humlikon;ZH;/Articles/000026/?language=de;1228;
4717;1900;263;Einw;Humlikon;ZH;/Articles/000026/?language=de;1228;
4718;1950;213;Einw;Humlikon;ZH;/Articles/000026/?language=de;1228;
4719;2000;408;Einw;Humlikon;ZH;/Articles/000026/?language=de;1228;
